sha1 filename
c5f7d4f42592435f7be2e9091aa982669bbbe198 ./AFR_2657275_V0160_02_2/AFR_2657275_V0160_02_2_AM_exiftool.xml
ccdfedfb231605c8ff16c89a27ab25c4aa65d265 ./AFR_4861492_V0564/AFR_4861492_V0564_exiftool.xml
8b22e3301bbc5aef53ef8a249fbde7c8b4bf12ca ./AFR_4861492_V0564/AFR_4861492_V0564_7000k_exiftool.xml
98cdfdb5f79250736da4d2300da6ec5f6a502ccd ./AFR_4861492_V0564/AFR_4861492_V0564_AM_exiftool.xml
4601c34984a042c4ca0f0ef307b1f8eed306002a ./AFR_2688608_V0168_01/AFR_2688608_V0168_01_exiftool.xml
07a15eb9b886068b100294bc87a15a0bf23be5ac ./AFR_2688608_V0168_01/AFR_2688608_V0168_01_7000k_exiftool.xml
a805e89be5b3477196d7346e514eacfc635eafd5 ./AFR_2688608_V0168_01/AFR_2688608_V0168_01_AM_exiftool.xml
f5386f2ca24f295af3971950b4143f5164b6d083 ./AFR_2801445_V0612/AFR_2801445_V0612_exiftool.xml
f9ac583d0ce5e6234041525f87ac2c8cb2a14b5a ./AFR_2801445_V0612/AFR_2801445_V0612_7000k_exiftool.xml
e73a46211b84c128e691392a46152586a251bfce ./AFR_2801445_V0612/AFR_2801445_V0612_AM_exiftool.xml
452a77ba1789db208e56d606d101303a8b8d7f89 ./AFR_2688608_V0168_02/AFR_2688608_V0168_02_exiftool.xml
7201d9c04d3b919f4dd643c0f5c8513c4a24efdf ./AFR_2688608_V0168_02/AFR_2688608_V0168_02_7000k_exiftool.xml
3584bac7108e9f12412c6c776b9c9b1eaf86d6d6 ./AFR_2688608_V0168_02/AFR_2688608_V0168_02_AM_exiftool.xml
4a41ba18b5e5a4fc3e454b7af336d403c7f26203 ./AFR_5014631_V0589/AFR_5014631_V0589_exiftool.xml
9566393fd62ddc5efca0320e2830908c8a1a739c ./AFR_5014631_V0589/AFR_5014631_V0589_audch34_exiftool.xml
ae6f959045c1ac3c5f55000941b548e102479337 ./AFR_5014631_V0589/AFR_5014631_V0589_7000k_exiftool.xml
476c2040e805a5d792fdf6cca9e05cf36eed7a71 ./AFR_5014631_V0589/AFR_5014631_V0589_AM_exiftool.xml
55d0d762e252f8844993df62c9d2861a12b7f8a5 ./AFR_5014631_V0589/AFR_5014631_V0589_7000k_audch34_exiftool.xml
ed89bd22fcf3065aed887e790c2b57317e50f142 ./AFR_2769206_V0225/AFR_2769206_V0225_exiftool.xml
b6f327c23c41f3ec206dd32d5a73365af8d5c736 ./AFR_2769206_V0225/AFR_2769206_V0225_7000k_exiftool.xml
0ec376bbc75ef4a40896f5eb63353e60758c8b7f ./AFR_2769206_V0225/AFR_2769206_V0225_AM_exiftool.xml
36923e373c513b8eaf17577bce7d5aa0f104ca13 ./AFR_5616736_V0620/AFR_5616736_V0620_exiftool.xml
d6e5ba2070b284a7f1c9f1adb72feb79050410bb ./AFR_5616736_V0620/AFR_5616736_V0620_7000k_exiftool.xml
8b9c1ce1b532450db91bbcd8fa51354377076ff9 ./AFR_5616736_V0620/AFR_5616736_V0620_AM_exiftool.xml
0015bd4e4e88a296a2351ea4a76b608ea92deb8f ./AFR_2820402_V0233_11/AFR_2820402_V0233_11_exiftool.xml
87cde553c40c522436053794988769658c370593 ./AFR_2820402_V0233_11/AFR_2820402_V0233_11_7000k_exiftool.xml
b46a288da938c144dc8e4d65d5b71d4f8617c43f ./AFR_2820402_V0233_11/AFR_2820402_V0233_11_AM_exiftool.xml
500e62950ded4c31a1fed0c1d02e4309980428af ./AFR_2820402_V0233_01/AFR_2820402_V0233_01_exiftool.xml
db761bc73d1d2ed6b84dc36eece9e2ebd02b4e92 ./AFR_2820402_V0233_01/AFR_2820402_V0233_01_7000k_exiftool.xml
24eac93b3b0ee0bcd1d3d548d93f849040f02416 ./AFR_2820402_V0233_01/AFR_2820402_V0233_01_AM_exiftool.xml
fad6605cc4c842ccdc5a5c87974cd6c5615c486f ./AFR_2820402_V0233_03/AFR_2820402_V0233_03_exiftool.xml
8068e78cd041b23299a29ab19b11f588495c400d ./AFR_2820402_V0233_03/AFR_2820402_V0233_03_7000k_exiftool.xml
bb8dd23e5725bb2f3e46f7efc356d715d74a5a81 ./AFR_2820402_V0233_03/AFR_2820402_V0233_03_AM_exiftool.xml
ab2bc62fc7da90c85f5afecae5f5be01ab7838d0 ./AFR_2820402_V0233_12/AFR_2820402_V0233_12_exiftool.xml
e6faa0c9a49f71a37396ea485629b84e111b0463 ./AFR_2820402_V0233_12/AFR_2820402_V0233_12_7000k_exiftool.xml
f88a01f7e1f60391195aafbeaed698a06834639d ./AFR_2820402_V0233_12/AFR_2820402_V0233_12_AM_exiftool.xml
40ad9513e76b4caa7a7793b9402cf41a761214b1 ./AFR_2820402_V0233_04/AFR_2820402_V0233_04_exiftool.xml
94840c8692bfd08c283239b1b6ab1e2b800b58fd ./AFR_2820402_V0233_04/AFR_2820402_V0233_04_7000k_exiftool.xml
0ee224bd20b618ecef2c63687eb71c5eb22e76d1 ./AFR_2820402_V0233_04/AFR_2820402_V0233_04_AM_exiftool.xml
895421cfe08222aaa080418e04a2a06adf106b89 ./AFR_2820402_V0233_06/AFR_2820402_V0233_06_exiftool.xml
59d43e384b06f11364753845309fbf3c7bf5f71e ./AFR_2820402_V0233_06/AFR_2820402_V0233_06_7000k_exiftool.xml
e27498289b28ee90b9a9a08778114bfb6ff99e04 ./AFR_2820402_V0233_06/AFR_2820402_V0233_06_AM_exiftool.xml
7568412eb708525a4c64a58ca26f6da7638d9bf0 ./AFR_2820402_V0233_02/AFR_2820402_V0233_02_exiftool.xml
c2ad8be08889593aaa436917362b29532f585ac7 ./AFR_2820402_V0233_02/AFR_2820402_V0233_02_7000k_exiftool.xml
31a32776454e5b028860bfc44c449c0c41c83a54 ./AFR_2820402_V0233_02/AFR_2820402_V0233_02_AM_exiftool.xml
fa14bfaa3205b5fbc946d2a7e6a7845bff3cab83 ./AFR_2820402_V0233_07/AFR_2820402_V0233_07_exiftool.xml
2dcdf214aba457f00f54808db55da977c3cca378 ./AFR_2820402_V0233_07/AFR_2820402_V0233_07_7000k_exiftool.xml
1d34a3b1f34f18ad08f01dd249267928d9a33e1c ./AFR_2820402_V0233_07/AFR_2820402_V0233_07_AM_exiftool.xml
bf20c0266bd8497f07659a1e69d601ef0e940838 ./AFR_2820402_V0233_08/AFR_2820402_V0233_08_exiftool.xml
2440d19581963a9de2b4d2511c779387a65de345 ./AFR_2820402_V0233_08/AFR_2820402_V0233_08_7000k_exiftool.xml
0745dc3c51f0109c6a22b23db82042f0444eace7 ./AFR_2820402_V0233_08/AFR_2820402_V0233_08_AM_exiftool.xml
15c0a77faf6d709b4ed262d7f2eb024116b62df9 ./AFR_2820402_V0233_09/AFR_2820402_V0233_09_exiftool.xml
83ff54201f4543de3432f00640c1905bc5c3493b ./AFR_2820402_V0233_09/AFR_2820402_V0233_09_7000k_exiftool.xml
23a732d2f985a258d0ae898618da923c262fb751 ./AFR_2820402_V0233_09/AFR_2820402_V0233_09_AM_exiftool.xml
19ba7eaf859baf8d851e648a479287c94fd5a55e ./AFR_2830172_V0249_01/AFR_2830172_V0249_01_exiftool.xml
f2312d32c7dde6290b2d4db246f20e7bd7f5e18d ./AFR_2830172_V0249_01/AFR_2830172_V0249_01_7000k_exiftool.xml
b57ef44a3e0645a5d4059b2f139b2a9f4870cdf4 ./AFR_2830172_V0249_01/AFR_2830172_V0249_01_AM_exiftool.xml
57ce62246b3da8abbfb7e17640f634057b14d7ee ./AFR_2830172_V0249_02/AFR_2830172_V0249_02_exiftool.xml
762f15bfe80e6e7e1f6ca486451f8247512ca7f0 ./AFR_2830172_V0249_02/AFR_2830172_V0249_02_7000k_exiftool.xml
58bcacd5087b813fdba68a71c940480ef74d6c21 ./AFR_2830172_V0249_02/AFR_2830172_V0249_02_AM_exiftool.xml
ce1c13c434e41a7f82012623143668710fcab399 ./AFR_2830172_V0249_03/AFR_2830172_V0249_03_exiftool.xml
870a5bba720eea8884bcded47e9128e02e4bd661 ./AFR_2830172_V0249_03/AFR_2830172_V0249_03_7000k_exiftool.xml
4a6fa3cecc3c42f8c10dcfbdf622d423b07d59cc ./AFR_2830172_V0249_03/AFR_2830172_V0249_03_AM_exiftool.xml
6aceeeb366751dc1e1b5e6eaad6ba66f2f5e636c ./AFR_3050191_V0302_01/AFR_3050191_V0302_01_exiftool.xml
62b0c25abdc1e5678142c994b1771874dd4f317d ./AFR_3050191_V0302_01/AFR_3050191_V0302_01_7000k_exiftool.xml
f5df97c25bccc48e20662574337c6158d2c702fb ./AFR_3050191_V0302_01/AFR_3050191_V0302_01_AM_exiftool.xml
6a9ca2ac1c6cdc8463e53cc672365bd6da840d87 ./AFR_3050191_V0302_02/AFR_3050191_V0302_02_exiftool.xml
2b0b9cc5e3fcdfbe35d646fbb539c399032a93ef ./AFR_3050191_V0302_02/AFR_3050191_V0302_02_7000k_exiftool.xml
70d9f20b1cd56d0da05b33aa89b95f80535d4167 ./AFR_3050191_V0302_02/AFR_3050191_V0302_02_AM_exiftool.xml
9d83f0737e0f6313ae5b6edd44a2149a6cd8549b ./AFR_3352275_V0380_01/AFR_3352275_V0380_01_exiftool.xml
249f53d4914b59abc891443a5b4c0a96a451b700 ./AFR_3352275_V0380_01/AFR_3352275_V0380_01_7000k_exiftool.xml
aa635819ba2cecb57503ea9c0c1031595c4a39b0 ./AFR_3352275_V0380_01/AFR_3352275_V0380_01_AM_exiftool.xml
1772cd70435f98e269a58ed4a9cb598c1745baec ./AFR_3352275_V0380_02/AFR_3352275_V0380_02_exiftool.xml
85c81a249ca63ce3166cc0360db770701dcde345 ./AFR_3352275_V0380_02/AFR_3352275_V0380_02_7000k_exiftool.xml
602a349c29149f8bc960454e2cfda3d38574a762 ./AFR_3352275_V0380_02/AFR_3352275_V0380_02_AM_exiftool.xml
757fe834f21b203df6b61395d1cdd079d15977ce ./AFR_3352275_V0380_03/AFR_3352275_V0380_03_exiftool.xml
c23911fc60d91f3cb55b518cd32be96fe1fe7efa ./AFR_3352275_V0380_03/AFR_3352275_V0380_03_7000k_exiftool.xml
1c9b165dc05b1a42668d0efac3dcbbd54d7ced53 ./AFR_3352275_V0380_03/AFR_3352275_V0380_03_AM_exiftool.xml
155d70e03374f0c291d18d80d1a97094abb9f0b7 ./AFR_3352275_V0380_04/AFR_3352275_V0380_04_exiftool.xml
40268b70e3ee8847183a423062aed804b69abecf ./AFR_3352275_V0380_04/AFR_3352275_V0380_04_7000k_exiftool.xml
005e73906c530a352c77a30d435ecfec0fd93736 ./AFR_3352275_V0380_04/AFR_3352275_V0380_04_AM_exiftool.xml
fbc8a09bc26d11494117ee61109237cae14bca99 ./AFR_3352275_V0380_05/AFR_3352275_V0380_05_exiftool.xml
e5a6afa80451308399cdc9fafafa4c37e8585e6d ./AFR_3352275_V0380_05/AFR_3352275_V0380_05_7000k_exiftool.xml
bb1bae157f78e5800b6e49b2fbeafdab6a91ead2 ./AFR_3352275_V0380_05/AFR_3352275_V0380_05_AM_exiftool.xml
0abd1aedd1fe6afaebae641ddf21e65ed9f1e3f8 ./AFR_3352275_V0380_06/AFR_3352275_V0380_06_exiftool.xml
61dbb9b1520c25be834fec361a2385f371c67a51 ./AFR_3352275_V0380_06/AFR_3352275_V0380_06_7000k_exiftool.xml
9af292bdc6a4694055a36c661b8d53d3a4a00a3b ./AFR_3352275_V0380_06/AFR_3352275_V0380_06_AM_exiftool.xml
2566020f6d0408b013250b884856bca218f9fdeb ./AFR_3352275_V0380_07/AFR_3352275_V0380_07_exiftool.xml
f20b8d9a08365e6af71e8f55b714701f9dfdbc42 ./AFR_3352275_V0380_07/AFR_3352275_V0380_07_7000k_exiftool.xml
7d9ef667e4faccebef7aaf7b62084fd95b95232b ./AFR_3352275_V0380_07/AFR_3352275_V0380_07_AM_exiftool.xml
e89aaf79ec2a84ffcee2b494a3ea0ad55f8bfea4 ./AFR_3352275_V0380_08/AFR_3352275_V0380_08_exiftool.xml
c96fa01ae9d234ec289bc5be894103693899eb78 ./AFR_3352275_V0380_08/AFR_3352275_V0380_08_7000k_exiftool.xml
6fe973f42ec5ab6eed0da418db80eb838e2b8daa ./AFR_3352275_V0380_08/AFR_3352275_V0380_08_AM_exiftool.xml
17b330439a5d9b91d4cbfa113602af0e9975129e ./AFR_3352275_V0380_09/AFR_3352275_V0380_09_exiftool.xml
4b0a3d7b5e1ea40845d61748df746571c907ade7 ./AFR_3352275_V0380_09/AFR_3352275_V0380_09_7000k_exiftool.xml
f83c4a7d7340b4f8c8722efa1dc90218f7f21ebb ./AFR_3352275_V0380_09/AFR_3352275_V0380_09_AM_exiftool.xml
afa83f5764e48b51af69e74afce196f982d81c08 ./AFR_3481380_V0402/AFR_3481380_V0402_exiftool.xml
287309765e6d861a074f0b25ce0e580602b40988 ./AFR_3481380_V0402/AFR_3481380_V0402_7000k_exiftool.xml
3402d542b95dd071e951507105b04cc9fd55a359 ./AFR_3481380_V0402/AFR_3481380_V0402_AM_exiftool.xml
520b7d071b275c44087cf23ed593b01c299dc22b ./AFR_3652078_V0413_01/AFR_3652078_V0413_01_audch34_exiftool.xml
0020b4ae797ec38e5cd83f1f3b0ad43bd216972b ./AFR_3652078_V0413_01/AFR_3652078_V0413_01_exiftool.xml
2a740fb5e1e69847bf7115a4d558e676d69d654f ./AFR_3652078_V0413_01/AFR_3652078_V0413_01_7000k_exiftool.xml
8233d5201ea00f3e447dbbe75a8d981c4e98dd50 ./AFR_3652078_V0413_01/AFR_3652078_V0413_01_AM_exiftool.xml
228fceab497b9978c2c037f499b38ebf569a41c0 ./AFR_3652078_V0413_01/AFR_3652078_V0413_01_7000k_audch34_exiftool.xml
8729ced956eb8b3328e1dcfd5ee373842bae3e7f ./AFR_4861518_V0565/AFR_4861518_V0565_exiftool.xml
20338347374e3437e9cade1180c0550bce262499 ./AFR_4861518_V0565/AFR_4861518_V0565_7000k_exiftool.xml
b99e3690aa46c2020500776b95b3b60b5d72140f ./AFR_4861518_V0565/AFR_4861518_V0565_AM_exiftool.xml
c8144aae290f897aa38df8b6b7c95447db574380 ./AFR_4861535_V0566/AFR_4861535_V0566_exiftool.xml
dcd9d64b06df5e6fb2db0f3715f6819285de11d1 ./AFR_4861535_V0566/AFR_4861535_V0566_7000k_exiftool.xml
325df212d24a35df83a664d8c23093767e8be95f ./AFR_4861535_V0566/AFR_4861535_V0566_AM_exiftool.xml
cb286efa01524d3acc6d0e8bd889529daf69a591 ./AFR_4861560_V0567/AFR_4861560_V0567_exiftool.xml
188b3960272fa2a8770005dd8f3a31a84de4c74f ./AFR_4861560_V0567/AFR_4861560_V0567_7000k_exiftool.xml
e1aab678f768125c6e437b5a1bea9fd15bff3a7f ./AFR_4861560_V0567/AFR_4861560_V0567_AM_exiftool.xml
6eb232b66c2cd66d4752561745e9ee9133c55da7 ./AFR_4861575_V0568/AFR_4861575_V0568_exiftool.xml
a7841c7f5f98afa92ac4d74282ff83912ebe4101 ./AFR_4861575_V0568/AFR_4861575_V0568_7000k_exiftool.xml
8d15054014a57165b2393e2d62a6bfb3414a8af9 ./AFR_4861575_V0568/AFR_4861575_V0568_AM_exiftool.xml
f2c1426f4ebf45fec12326d6bcf99160ddb9dd45 ./AFR_4861600_V0569/AFR_4861600_V0569_exiftool.xml
ad0f75ba6b953a9bff4d134b4f7f1ea80bceb26f ./AFR_4861600_V0569/AFR_4861600_V0569_7000k_exiftool.xml
04c6e5cb7ef7d6b6c0ab5e1a44791eda662d72eb ./AFR_4861600_V0569/AFR_4861600_V0569_AM_exiftool.xml
f6df1b1500fa327dcfead3f1b52d05e7f17a1167 ./AFR_4861936_V0570/AFR_4861936_V0570_exiftool.xml
82b9d19c66cbf7fc496fe3f586ba2800d2c921ba ./AFR_4861936_V0570/AFR_4861936_V0570_7000k_exiftool.xml
bffb53ad173d250bfe4352fe801c7ffbcbed0497 ./AFR_4861936_V0570/AFR_4861936_V0570_AM_exiftool.xml
94761b43270d5815a1c6ebb530be5975d6d13584 ./AFR_4863726_V0571/AFR_4863726_V0571_exiftool.xml
89b038d261372daf28e981b323c8ee3d73ac03e6 ./AFR_4863726_V0571/AFR_4863726_V0571_7000k_exiftool.xml
228793eb8d2411cbc22ec864168751281bac323d ./AFR_4863726_V0571/AFR_4863726_V0571_AM_exiftool.xml
2be67cc886db46c59ded22376b3478c7dd4537f5 ./AFR_4863784_V0572/AFR_4863784_V0572_exiftool.xml
7f1d8a8cea8ce3cde50768ea06762a0f197f78d8 ./AFR_4863784_V0572/AFR_4863784_V0572_7000k_exiftool.xml
ae7481aa583257be6d230d3349ddc335757e9712 ./AFR_4863784_V0572/AFR_4863784_V0572_AM_exiftool.xml
dc1b384d0d8502a1e64f799a3225ca5347cf95e5 ./AFR_4863801_V0573/AFR_4863801_V0573_exiftool.xml
c178511db38732e8350c7867297df16f9d99e9dc ./AFR_4863801_V0573/AFR_4863801_V0573_7000k_exiftool.xml
b5262cc09e0fb0ef8ae3bb850a4f90b6f9f68cd3 ./AFR_4863801_V0573/AFR_4863801_V0573_AM_exiftool.xml
fb992c4c05cd877ab335ed49d53f9f3db0ac188a ./AFR_4863817_V0574/AFR_4863817_V0574_exiftool.xml
b2e2aad75ae8a3ec26fa34e6fac298037ed55cc0 ./AFR_4863817_V0574/AFR_4863817_V0574_7000k_exiftool.xml
fcb897e0ec56f1e2e20587c153f389e153d2d144 ./AFR_4863817_V0574/AFR_4863817_V0574_AM_exiftool.xml
d9168893ecd58e9fea50aeef6a50a76804f85a6f ./AFR_4863855_V0575/AFR_4863855_V0575_exiftool.xml
01f7d10b6f77e0e3e1c4bbdfd8b03928cc6e1c41 ./AFR_4863855_V0575/AFR_4863855_V0575_7000k_exiftool.xml
167ad740f237368e67a5b42e605a6d4dde6cb038 ./AFR_4863855_V0575/AFR_4863855_V0575_AM_exiftool.xml
009c2a9bca8160134697acb513cb02d633946ed5 ./AFR_4863923_V0576/AFR_4863923_V0576_exiftool.xml
c8311fb64e135d62057b3fb9ec4157adc35ad95a ./AFR_4863923_V0576/AFR_4863923_V0576_7000k_exiftool.xml
3b2cf045558cbb8345491b47421b89d841f2f458 ./AFR_4863923_V0576/AFR_4863923_V0576_AM_exiftool.xml
9e93d75383c30d3ace46ffdb8110e52c372c990f ./AFR_5014844_V0593/AFR_5014844_V0593_exiftool.xml
e10f064f9df27ab1d84220c03d678e395574bd5a ./AFR_5014844_V0593/AFR_5014844_V0593_audch34_exiftool.xml
d88377047e820ffebbeaf2d706e750623c96b391 ./AFR_5014844_V0593/AFR_5014844_V0593_7000k_exiftool.xml
8a6cfcf960c7032fafcbda3374c0bb08d2f18f04 ./AFR_5014844_V0593/AFR_5014844_V0593_AM_exiftool.xml
89116f48ae6bd4e406a5c640eb17d30b316dd263 ./AFR_5014844_V0593/AFR_5014844_V0593_7000k_audch34_exiftool.xml
c8dc9bb6234c5ae16fae10b2c7794448b07eb2a6 ./AFR_5555946_V0618/AFR_5555946_V0618_exiftool.xml
feb830578568f88cd06cc69837315d10027867d3 ./AFR_5555946_V0618/AFR_5555946_V0618_audch34_exiftool.xml
0129d766f5b982cefe577d0ac12a93cca8d70c45 ./AFR_5555946_V0618/AFR_5555946_V0618_7000k_exiftool.xml
9d51ecf95e2e3b1dcadf81a6f0fcd2d2c1eca04d ./AFR_5555946_V0618/AFR_5555946_V0618_AM_exiftool.xml
84c0d20178f3e309df81ceaa371d8723064ac855 ./AFR_5555946_V0618/AFR_5555946_V0618_7000k_audch34_exiftool.xml
dd91d33fb452544ed95868e12b0e2246f1eb073a ./AFR_2820402_V0233_10/AFR_2820402_V0233_10_exiftool.xml
d3c0ce1352b8bcb7cda79c3d5844a27cbadd4e20 ./AFR_2820402_V0233_10/AFR_2820402_V0233_10_7000k_exiftool.xml
7fb0f705cb4bb4cfdc96a2072f100fbdce960e01 ./AFR_2820402_V0233_10/AFR_2820402_V0233_10_AM_exiftool.xml
